632297	7.69005e-06
632397	1.26155e-05
632497	2.04898e-05
632597	3.29479e-05
632697	5.24535e-05
632797	8.26759e-05
632897	0.000129015
632997	0.000199323
633097	0.000304883
633197	0.000461706
633297	0.000692237
633397	0.00102755
633497	0.00151009
633597	0.00219718
633697	0.00316506
633797	0.00451395
633897	0.00637365
633997	0.00890998
634097	0.0123317
634197	0.0168976
634297	0.0229237
634397	0.0307895
634497	0.0409427
634597	0.0539023
634697	0.0702579
634797	0.0906651
634897	0.115836
634997	0.146522
635097	0.183492
635197	0.227505
635297	0.279268
635397	0.339398
635497	0.40837
635597	0.486469
635697	0.573738
635797	0.66993
635897	0.774465
635997	0.886404
636097	1.00443
636197	1.12684
636297	1.25159
636397	1.37633
636497	1.49843
636597	1.61513
636697	1.7236
636797	1.82106
636897	1.90488
636997	1.97273
637097	2.02267
637197	2.05324
637297	2.06353
637397	2.05324
637497	2.02267
637597	1.97273
637697	1.90488
637797	1.82106
637897	1.7236
637997	1.61513
638097	1.49843
638197	1.37633
638297	1.25159
638397	1.12684
638497	1.00443
638597	0.886404
638697	0.774465
638797	0.66993
638897	0.573738
638997	0.486469
639097	0.40837
639197	0.339398
639297	0.279268
639397	0.227505
639497	0.183492
639597	0.146522
639697	0.115836
639797	0.0906651
639897	0.0702579
639997	0.0539023
640097	0.0409427
640197	0.0307895
640297	0.0229237
640397	0.0168976
640497	0.0123317
640597	0.00890998
640697	0.00637365
640797	0.00451395
640897	0.00316506
640997	0.00219718
641097	0.00151009
641197	0.00102755
641297	0.000692237
641397	0.000461706
641497	0.000304883
641597	0.000199323
641697	0.000129015
641797	8.26759e-05
641897	5.24535e-05
641997	3.29479e-05
642097	2.04898e-05
642197	1.26155e-05
642297	7.69005e-06
642397	4.64099e-06
642497	2.77299e-06
642597	1.64038e-06
642697	9.6072e-07
642797	5.57066e-07
642897	3.19796e-07
642997	1.81759e-07
643097	1.02277e-07
643197	5.6979e-08
643297	3.14275e-08
643397	1.71618e-08
643497	9.27834e-09
643597	4.96634e-09
643697	2.63184e-09
643797	1.38083e-09
643897	7.1726e-10
643997	3.68868e-10
644097	1.87811e-10
644197	9.46739e-11
644297	4.72493e-11
644397	2.33463e-11
644497	1.14208e-11
644597	5.53139e-12
644697	2.65233e-12
644797	1.25915e-12
644897	5.91815e-13
644997	2.75391e-13
645097	1.26874e-13
645197	5.78697e-14
645297	2.61329e-14
645397	1.16837e-14
645497	5.17166e-15
645597	2.2664e-15
645697	9.83334e-16
645797	4.22398e-16
645897	1.79639e-16
645997	7.56373e-17
646097	3.15303e-17
646197	1.3013e-17
646297	5.31721e-18
646397	2.15103e-18
646497	8.61525e-19
646597	3.41622e-19
646697	1.34116e-19
646797	5.21281e-20
646897	2.00595e-20
646997	7.64234e-21
647097	2.88263e-21
647197	1.07649e-21
647297	3.98003e-22
647397	1.45687e-22
647497	5.27973e-23
647597	1.89435e-23
647697	6.72923e-24
647797	2.36662e-24
647897	8.24071e-25
647997	2.84176e-25
648097	9.72898e-26
648197	3.38088e-26
648297	1.41815e-26
648397	1.34308e-26
648497	3.07073e-26
648597	8.83978e-26
648697	2.59938e-25
648797	7.5939e-25
648897	2.19726e-24
648997	6.29469e-24
649097	1.78536e-23
649197	5.01342e-23
649297	1.3938e-22
649397	3.83638e-22
649497	1.04545e-21
649597	2.82058e-21
649697	7.53411e-21
649797	1.99243e-20
649897	5.21664e-20
649997	1.35225e-19
650097	3.47039e-19
650197	8.81773e-19
650297	2.21816e-18
650397	5.52441e-18
650497	1.36219e-17
650597	3.3254e-17
650697	8.03725e-17
650797	1.92322e-16
650897	4.55625e-16
650997	1.06867e-15
651097	2.48162e-15
651197	5.70539e-15
651297	1.29865e-14
651397	2.92655e-14
651497	6.52944e-14
651597	1.44229e-13
651697	3.1542e-13
651797	6.82937e-13
651897	1.46396e-12
651997	3.10696e-12
652097	6.52828e-12
652197	1.35806e-11
652297	2.79702e-11
652397	5.70335e-11
652497	1.15139e-10
652597	2.30128e-10
652697	4.55382e-10
652797	8.9215e-10
652897	1.73044e-09
652997	3.32303e-09
653097	6.31783e-09
653197	1.18921e-08
653297	2.21619e-08
653397	4.08894e-08
653497	7.46918e-08
653597	1.3508e-07
653697	2.41862e-07
653797	4.28746e-07
653897	7.52472e-07
653997	1.30749e-06
654097	2.24927e-06
654197	3.83092e-06
654297	6.45984e-06
654397	1.07844e-05
654497	1.7825e-05
654597	2.91688e-05
654697	4.72569e-05
654797	7.57999e-05
654897	0.000120373
654997	0.000189255
655097	0.000294593
655197	0.000453998
655297	0.000692696
655397	0.00104638
655497	0.00156492
655597	0.00231713
655697	0.00339679
655797	0.00492995
655897	0.00708392
655997	0.0100777
656097	0.0141941
656197	0.0197929
656297	0.0273256
656397	0.0373495
656497	0.0505428
656597	0.0677157
656697	0.0898208
656797	0.117956
656897	0.153364
656997	0.197416
657097	0.251593
657197	0.317447
657297	0.396553
657397	0.490442
657497	0.600526
657597	0.728003
657697	0.873758
657797	1.03826
657897	1.22146
657997	1.42268
658097	1.64057
658197	1.873
658297	2.11709
658397	2.36917
658497	2.62489
658597	2.87927
658697	3.12688
658797	3.36199
658897	3.57882
658997	3.77172
659097	3.93547
659197	4.06547
659297	4.15797
659397	4.21027
659497	4.2208
659597	4.18926
659697	4.11658
659797	4.00491
659897	3.8575
659997	3.67855
660097	3.47299
660197	3.2463
660297	3.00421
660397	2.75251
660497	2.4968
660597	2.24232
660697	1.99373
660797	1.75507
660897	1.5296
660997	1.31983
661097	1.1275
661197	0.953613
661297	0.798517
661397	0.661993
661497	0.54335
661597	0.441533
661697	0.355225
661797	0.282944
661897	0.223129
661997	0.174207
662097	0.134659
662197	0.103053
662297	0.0780807
662397	0.0585711
662497	0.0434991
662597	0.0319841
662697	0.0232833
662797	0.0167808
662897	0.011974
662997	0.00845902
663097	0.00591642
663197	0.0040969
663297	0.00280872
663397	0.00190642
663497	0.00128111
663597	0.000852336
663697	0.000561426
663797	0.000366126
663897	0.000236389
663997	0.000151105
664097	9.56288e-05
664197	5.99178e-05
664297	3.71689e-05
664397	2.28276e-05
664497	1.38803e-05
664597	8.3559e-06
664697	4.98018e-06
664797	2.93869e-06
664897	1.7168e-06
664997	9.92987e-07
665097	5.68622e-07
665197	3.22375e-07
665297	1.80949e-07
665397	1.00556e-07
665497	5.53242e-08
665597	3.01357e-08
665697	1.62519e-08
665797	8.67727e-09
665897	4.58691e-09
665997	2.40057e-09
666097	1.24384e-09
666197	6.38076e-10
666297	3.24069e-10
666397	1.62952e-10
666497	8.11219e-11
666597	3.99829e-11
666697	1.95105e-11
666797	9.42579e-12
666897	4.50843e-12
666997	2.13496e-12
667097	1.00095e-12
667197	4.6461e-13
667297	2.13513e-13
667397	9.71442e-14
667497	4.37589e-14
667597	1.95152e-14
667697	8.61662e-15
667797	3.76667e-15
667897	1.63018e-15
667997	6.98506e-16
668097	2.96321e-16
668197	1.24455e-16
668297	5.17508e-17
668397	2.13049e-17
668497	8.68361e-18
668597	3.50411e-18
668697	1.39995e-18
668797	5.53736e-19
668897	2.16846e-19
668997	8.40731e-20
669097	3.22715e-20
669197	1.22642e-20
669297	4.6144e-21
669397	1.71889e-21
669497	6.33928e-22
669597	2.31466e-22
669697	8.36743e-23
669797	2.9947e-23
669897	1.06114e-23
669997	3.72262e-24
670097	1.29295e-24
670197	4.44603e-25
670297	1.51363e-25
670397	5.1018e-26
670497	1.70249e-26
670597	5.62474e-27
670697	1.83983e-27
670797	5.95814e-28
670897	1.91029e-28
670997	6.06382e-29
671097	1.90568e-29
671197	5.9294e-30
671297	1.82654e-30
671397	5.57061e-31
671497	1.68203e-31
671597	5.02833e-32
671697	1.48823e-32
671797	4.36086e-33
671897	1.26512e-33
671997	3.6337e-34
672097	1.03329e-34
672197	2.90907e-35
672297	8.10855e-36
672397	2.23763e-36
672497	6.11351e-37
672597	1.65367e-37
672697	4.4286e-38
672797	1.17419e-38
672897	3.08227e-39
672997	8.01047e-40
673097	2.06112e-40
673197	5.25055e-41
673297	1.32423e-41
673397	3.30658e-42
673497	8.17433e-43
673597	2.0007e-43
673697	4.84807e-44
673797	1.16309e-44
673897	2.76258e-45
673997	6.49639e-46
674097	1.51247e-46
674197	3.48626e-47
674297	7.9559e-48
674397	1.79753e-48
674497	4.02086e-49
674597	8.90471e-50
674697	1.95244e-50
674797	4.2383e-51
674897	9.10885e-52
674997	1.93817e-52
675097	4.08299e-53
675197	8.51571e-54
675297	1.75841e-54
675397	3.59482e-55
675497	7.27598e-56
675597	1.45802e-56
675697	2.89261e-57
675797	5.68167e-58
675897	1.10489e-58
675997	2.12724e-59
676097	4.05484e-60
676197	7.65221e-61
676297	1.42974e-61
676397	2.64475e-62
676497	4.84361e-63
676597	8.78236e-64
676697	1.57656e-64
676797	2.80198e-65
676897	4.93035e-66
676997	8.58911e-67
677097	1.48141e-67
677197	2.52964e-68
677297	4.27661e-69
677397	7.1581e-70
677497	1.18619e-70
677597	1.9461e-71
677697	3.16107e-72
677797	5.08347e-73
677897	8.09364e-74
677997	1.2758e-74
678097	1.99105e-75
678197	3.07635e-76
678297	4.70595e-77
678397	7.12716e-78
678497	1.06867e-78
678597	1.58644e-79
678697	2.33166e-80
678797	3.39282e-81
678897	4.88782e-82
678997	6.9715e-83
679097	9.84451e-84
679197	1.37632e-84
679297	1.90503e-85
679397	2.6106e-86
679497	3.5419e-87
679597	4.75762e-88
679697	6.32703e-89
679797	8.33043e-90
679897	1.0859e-90
679997	1.40144e-91
680097	1.79065e-92
680197	2.2652e-93
680297	2.837e-94
680397	3.51779e-95
680497	4.31853e-96
680597	5.2488e-97
680697	6.31598e-98
680797	7.52452e-99
680897	8.87511e-100
680997	1.0364e-100
681097	1.19822e-101
681197	1.37152e-102
681297	1.55426e-103
681397	1.74383e-104
681497	1.93705e-105
681597	2.13028e-106
681697	2.31946e-107
681797	2.50032e-108
681897	2.66847e-109
681997	2.81958e-110
682097	2.94961e-111
682197	3.05493e-112
682297	3.13252e-113
682397	3.18013e-114
682497	3.19634e-115
682597	3.18066e-116
682697	3.13357e-117
682797	3.05646e-118
682897	2.95158e-119
682997	2.82194e-120
683097	2.67115e-121
683197	2.50326e-122
683297	2.32258e-123
683397	2.13349e-124
683497	1.9403e-125
683597	1.74705e-126
683697	1.55739e-127
683797	1.37451e-128
683897	1.20103e-129
683997	1.039e-130
684097	8.89894e-132
684197	7.54599e-133
684297	6.33506e-134
684397	5.26554e-135
684497	4.33303e-136
684597	3.53019e-137
684697	2.84748e-138
684797	2.27395e-139
684897	1.79787e-140
684997	1.40732e-141
685097	1.09065e-142
685197	8.3682e-144
685297	6.35678e-145
685397	4.78079e-146
685497	3.55975e-147
685597	2.62419e-148
685697	1.91527e-149
685797	1.38395e-150
685897	9.90074e-152
685997	7.0125e-153
686097	4.91739e-154
686197	3.41392e-155
686297	2.34655e-156
686397	1.59684e-157
686497	1.07585e-158
686597	7.17628e-160
686697	4.73919e-161
686797	3.0986e-162
686897	2.00578e-163
686997	1.28546e-164
687097	8.15626e-166
687197	5.12366e-167
687297	3.1866e-168
687397	1.96214e-169
687497	1.19616e-170
687597	7.21953e-172
687697	4.31403e-173
687797	2.5522e-174
687897	1.49487e-175
687997	8.66862e-177
688097	4.97683e-178
688197	2.82887e-179
688297	1.59195e-180
688397	8.8696e-182
688497	4.89255e-183
688597	2.67192e-184
688697	1.44467e-185
688797	7.73341e-187
688897	4.09855e-188
688997	2.15054e-189
689097	1.11717e-190
689197	5.74581e-192
689297	2.92576e-193
689397	1.47497e-194
689497	7.36182e-196
689597	3.63784e-197
689697	1.77975e-198
689797	8.6205e-200
689897	4.13392e-201
689997	1.96268e-202
690097	9.22557e-204
690197	4.29333e-205
690297	1.97812e-206
690397	9.02335e-208
690497	4.07512e-209
690597	1.82209e-210
690697	8.06596e-212
690797	3.53508e-213
690897	1.53391e-214
690997	6.58957e-216
691097	2.80267e-217
691197	1.18017e-218
691297	4.92008e-220
691397	2.03076e-221
691497	8.29852e-223
691597	3.35738e-224
691697	1.3448e-225
691797	5.333e-227
691897	2.09384e-228
691997	8.13899e-230
692097	3.13225e-231
692197	1.19343e-232
692297	4.50192e-234
692397	1.68133e-235
692497	6.2168e-237
692597	2.27582e-238
692697	8.24831e-240
692797	2.95971e-241
692897	1.05146e-242
692997	3.69819e-244
693097	1.28779e-245
693197	4.43975e-247
693297	1.5154e-248
693397	5.121e-250
693497	1.71332e-251
693597	5.67518e-253
693697	1.86113e-254
693797	6.04273e-256
693897	1.94243e-257
693997	6.18179e-259
694097	1.94778e-260
694197	6.07608e-262
694297	1.87657e-263
694397	5.73801e-265
694497	1.73707e-266
694597	5.20628e-268
694697	1.54489e-269
694797	4.5386e-271
694897	1.32009e-272
694997	3.80141e-274
695097	1.08378e-275
695197	3.05911e-277
695297	8.54881e-279
695397	2.36523e-280
695497	6.47886e-282
695597	1.75704e-283
695697	4.71759e-285
695797	1.25405e-286
695897	3.30042e-288
695997	8.59963e-290
696097	2.21844e-291
696197	5.66594e-293
696297	1.43269e-294
696397	3.58667e-296
696497	8.8897e-298
696597	2.18142e-299
696697	5.29968e-301
696797	1.27472e-302
696897	3.03557e-304
696997	7.15683e-306
697097	1.67055e-307
697197	3.86059e-309
697297	8.83295e-311
697397	2.00085e-312
697497	4.48726e-314
697597	9.96332e-316
697697	2.1902e-317
697797	4.76675e-319
697897	1.02617e-320
697997	2.2727e-322
698097	0
698197	0
698297	0
698397	0
698497	0
698597	0
698697	0
698797	0
698897	0
698997	0
699097	0
699197	0
699297	0
699397	0
699497	0
699597	0
699697	0
699797	0
699897	0
699997	0
700097	0
700197	0
700297	0
700397	0
700497	0
700597	0
700697	0
700797	0
700897	0
700997	0
701097	0
701197	0
701297	0
701397	0
701497	0
701597	0
701697	0
701797	0
701897	0
701997	0
702097	0
702197	0
702297	0
702397	0
702497	0
702597	0
702697	0
702797	0
702897	0
702997	0
703097	0
703197	0
703297	0
703397	0
703497	0
703597	0
703697	0
703797	0
703897	0
703997	0
704097	0
704197	0
704297	0
704397	0
704497	0
704597	0
704697	0
704797	0
704897	0
704997	0
705097	0
705197	0
705297	0
705397	0
705497	0
705597	0
705697	0
705797	0
705897	0
705997	0
706097	0
706197	0
706297	0
706397	0
706497	0
706597	0
706697	0
706797	0
706897	0
706997	0
707097	0
707197	0
707297	0
707397	0
707497	0
707597	0
707697	0
707797	0
707897	0
707997	0
708097	0
708197	0
708297	0
708397	0
708497	0
708597	0
708697	0
708797	0
708897	0
708997	0
709097	0
709197	0
709297	0
709397	0
709497	0
709597	0
709697	0
709797	0
709897	0
709997	0
710097	0
710197	0
710297	0
710397	0
710497	0
710597	0
710697	0
710797	0
710897	0
710997	0
711097	0
711197	0
711297	0
711397	0
711497	0
711597	0
711697	0
711797	0
711897	0
711997	0
712097	0
712197	0
712297	0
712397	0
712497	0
712597	0
712697	0
712797	0
712897	0
712997	0
713097	0
713197	0
713297	0
713397	0
713497	0
713597	0
713697	0
713797	0
713897	0
713997	0
714097	0
714197	0
714297	0
714397	0
714497	0
714597	0
714697	0
714797	0
714897	0
714997	0
715097	0
715197	0
715297	0
715397	0
715497	0
715597	0
715697	0
715797	0
715897	0
715997	0
716097	0
716197	0
716297	0
716397	0
716497	0
716597	0
716697	0
716797	0
716897	0
716997	0
717097	0
717197	0
717297	0
717397	0
717497	0
717597	0
717697	0
717797	0
717897	0
717997	0
718097	0
718197	0
718297	0
718397	0
718497	0
718597	0
718697	0
718797	0
718897	0
718997	0
719097	0
719197	0
719297	0
719397	0
719497	0
719597	0
719697	0
719797	0
719897	0
719997	0
720097	0
720197	0
720297	0
720397	0
720497	0
720597	0
720697	0
720797	0
